id,body,sentiment,created_at
8fd2c89a-5788-4fac-853f-0ae3c9b3691d,"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .",1,2020-11-06
45acfe5b-6837-44e1-ad13-8170a970c6c1,Net sales of Finnish food industry company L+ñnnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .,1,2020-11-06
b3e83115-d5e6-4551-a1ac-ecf80e972382,Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,1,2020-11-06
3d75cc4f-2a7d-46a9-8d01-3a2cb6b518f2,"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 .",1,2020-11-06
f87784ce-8535-4fcd-a0af-61f64f0d199b,Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 .,1,2020-11-06
d1282ef2-e06c-40d9-8119-6280ede0788d,Clothing chain Sepp+ñl+ñ 's net sales increased by 7.0 % to EUR 30.8 mn .,1,2020-11-06
73030953-ea0b-4af6-8f9c-4d1f75a66441,Construction volumes meanwhile grow at a rate of 10-15 percent annually .,1,2020-11-06
be878c2e-3615-406c-93c7-e092cda33919,"However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 .",1,2020-11-06
1d0b7ce6-13f1-487f-a457-8528d1c1f65b,"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .",1,2020-11-06
22ddab85-d149-462e-b1ce-69e571571db7,"In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .",1,2020-11-06
77182cf7-8582-4095-9d39-01e81ccde06c,"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .",1,2020-11-06
268a3b87-2b07-439f-b34b-0a5e0443ed7a,"International sales rose by 59.8 % to EUR 1,244.4 mn .",1,2020-11-06
83ddd947-6e35-4ddb-a974-18d140954f7f,Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,1,2020-11-06
c147e07d-5267-4eda-8217-1e5bfd758e32,Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,1,2020-11-06
6ba892d8-da94-4b0a-b8a3-9373d4610fc5,"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .",1,2020-11-06
f546f71c-f26d-4b79-a0ab-df0a8271a97b,"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .",1,2020-11-06
e7b776a9-411d-47eb-af20-802ea35051db,Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,1,2020-11-06
490795db-360f-4d92-9b45-7851b2d0f00d,Operating profit margin increased from 11.2 % to 11.7 % .,1,2020-11-06
ad659af9-2fe9-4b15-bee7-c62f633e3dbb,Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,1,2020-11-06
c182ae15-a554-41a7-958f-05abb3290e8c,Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,1,2020-11-06
ead8b50c-c523-4244-9abf-91015226e8c0,"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",1,2020-11-06
94e9e3b2-2bf8-4e19-ad44-b938e2a208ba,"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",1,2020-11-06
b281aa7d-6630-4c1d-be40-33e4de6b69f9,"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",1,2020-11-06
c4c74247-bf46-4760-a006-8634755ec4f9,"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .",1,2020-11-06
0a1da8ab-283b-40f9-aa2d-8c16803fc4db,"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .",1,2020-11-06
4df77678-9ab9-42f1-ad7a-4a573497903b,The Department Store Division reported an increase in sales of 4 per cent .,1,2020-11-06
4103c913-c990-4159-ad1c-6cbcb9fc585b,The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,1,2020-11-06
f92aed5a-b223-44de-b9e5-8723b9dc4b6b,"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",1,2020-11-06
e0174800-5ee2-4fd2-8bff-14d952ab2875,"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",1,2020-11-06
9daa9776-7d67-42d1-901b-eed6016bc629,- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,1,2020-11-06
d7bf0b00-8112-47e4-ade0-b11d2cd5d300,21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,1,2020-11-06
1a378c6b-2a8d-49b9-9aaf-8ea77eb10885,"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",1,2020-11-06
d983d76f-cd18-462f-95a2-13a9583b8d81,Finnish Bank of +àland reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,1,2020-11-06
29459dcd-df8e-41dd-a422-fc437b635acd,Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,1,2020-11-06
518f8ab1-41fe-4e6e-9824-cc79b0eda84d,Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,1,2020-11-06
273ec312-bd5d-4200-81b4-807d037ff7b3,Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,1,2020-11-06
a1c16ee2-701d-4883-a5c8-eafafc316038,"According to HKScan Finland , the plan is to increase J+ñrvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",1,2020-11-06
7365e97d-8804-4ee8-9d30-4078ff974da6,"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .",1,2020-11-06
342fc6da-9396-4c79-8595-fb71b31ba874,"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",1,2020-11-06
dd81e299-2844-4995-b301-3c885926e192,"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",1,2020-11-06
8471c807-83b7-4817-b9a0-1550fa091e20,"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .",1,2020-11-06
706861d1-f921-4237-af55-afda75fb9366,"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",1,2020-11-06
9fa84548-4d85-43b9-a3bb-e91911419c22,"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",1,2020-11-06
82173a2e-4815-4820-960a-00f6b4d6d272,"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",1,2020-11-06
65113846-66e7-48c7-b9e1-bbe0c517094a,"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",1,2020-11-06
12114af1-f38c-438b-bf58-66612fd046c1,"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",1,2020-11-06
21e91ec2-fc5b-4967-a51d-a80e78af8b0d,"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .",1,2020-11-06
e81bd9d3-34d5-4b78-9d82-63a6814cb72e,"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .",1,2020-11-06
a53ee59f-1f16-4e1e-9bd8-f17d117d4abe,"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",1,2020-11-06
534e7873-ea5f-4ebd-a263-e0ed173cc9ff,"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",1,2020-11-06
c66bf7b3-ab7e-4c43-b75a-08cf9a214623,"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",1,2020-11-06
ad4dcd2e-0217-484b-914b-5fe43798fd58,"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",1,2020-11-06
28bd4caf-0f1b-4302-a2f7-9cfc52c25683,"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .",1,2020-11-06
cbd69a15-0d3a-44c0-9b30-51f620e0b195,"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .",1,2020-11-06
25551ef8-9067-4461-855a-ea4ed8c45cf6,"Both operating profit and turnover for the six-month period increased , respectively from EUR0 .1 m and EUR29 .0 m , as compared to the corresponding period a year ago .",1,2020-11-06
360b83f1-444a-4349-aba7-053ecd5c179a,Cargo volume increased by approximately 5 % .,1,2020-11-06
a17a9ca9-9f85-4bf1-9dcc-a1f7f4dff7ef,"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .",1,2020-11-06
46e2b0e4-f53f-4dfa-8577-288313eaf1a2,"Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m ) .",1,2020-11-06
ffe85103-a025-44c8-82be-1940913dea57,Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,1,2020-11-06
22f19cb3-cb10-482e-8acd-2b7cb9338cef,Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,1,2020-11-06
86e3b36d-6a39-47cd-8276-0b7cead67476,Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 .,1,2020-11-06
2c5d6784-72b5-4a76-89bf-ef800606acc1,Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,1,2020-11-06
4487922c-cf6d-4088-a944-c7824c7df666,Diluted EPS rose to EUR3 .68 from EUR0 .50 .,1,2020-11-06
5f067bf2-90ed-4cce-9291-18c2cd1e3a0b,EBIT margin was up from 1.4 % to 5.1 % .,1,2020-11-06
bd8e1073-79fe-4bba-9c15-60eb763fcd05,"EPS from continuing operations came in at 0.30 eur , up from 0.17 .",1,2020-11-06
4cd0d95c-2400-487b-a6cd-cb7f90a20311,"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .",1,2020-11-06
0f061db1-3f55-46ef-91ad-9d9c7ed80181,"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .",1,2020-11-06
8e46c864-267c-40df-9dc4-aedf40355171,"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",1,2020-11-06
dec25d0f-073d-47d2-bb3d-96822de37c83,Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .,1,2020-11-06
c4c74398-d4fe-4b54-a407-253a3b60b59d,Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,1,2020-11-06
8b990d8d-702b-4307-832f-9cd7a54fd099,"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",1,2020-11-06
037b319d-ba98-49a1-8379-e06323153a69,Finnish metal industry solutions supplier Outotec Oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006 .,1,2020-11-06
3c01c77a-36c3-409d-9f8e-ade5b66f2f14,Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,1,2020-11-06
223f6d6c-682e-4d25-ba42-f2ec64a492d0,Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .,1,2020-11-06
6a3299a2-f102-40ab-9571-98c61316b2fe,"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .",1,2020-11-06
2f755f9f-c855-4ca7-86fb-0d3fb4721976,"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",1,2020-11-06
b44676c3-f330-4ce1-b2b5-5fb76e16fce9,Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,1,2020-11-06
90f85e1a-6e03-4f2d-8be9-d1e7698f9c9b,First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .,1,2020-11-06
f3a95da3-26ca-4884-951d-c4709b62c90b,"For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 .",1,2020-11-06
40d97215-b0e9-4e12-897a-a5c7c4b7e9ca,"HELSINKI ( AFX ) - Retail and wholesale group Kesko reported net sales of 659.4 mln eur for February , an increase of 10.8 pct year-on-year .",1,2020-11-06
80a0fcf3-b1e2-45ba-9c28-ce6e6c71f60b,"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 .",1,2020-11-06
9c10647f-98f9-430c-bb3e-7c60b1a269a8,"However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said .",1,2020-11-06
d9b31372-4aa1-4349-9e36-0ac3e04f360f,"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .",1,2020-11-06
b7581f51-08f0-4242-93d5-666bab3b66f4,"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",1,2020-11-06
5869ad76-1639-4550-b182-3cca37694885,"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",1,2020-11-06
e0fbc0f5-d994-4bd7-8498-d68ee479b320,"In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 .",1,2020-11-06
99f04519-2685-4485-b4df-2e5ceed92b71,"In Q1 of 2010 , Bank of +àland 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",1,2020-11-06
97342480-87ca-43ea-a20c-ccea6ea96234,"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .",1,2020-11-06
b8fc4f23-2ba7-4616-9fde-393a8158554b,"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .",1,2020-11-06
4bae7dd4-c4a3-492a-90c7-76cfa85a526a,"In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .",1,2020-11-06
906d8b32-9008-41b7-999f-d6db37f68f38,"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .",1,2020-11-06
83383547-4e6f-4609-bbcc-15561b3a1f04,"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",1,2020-11-06
09c91631-6499-4128-a7c8-d8799808c4a6,"In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates growth .",1,2020-11-06
5d0e4ce0-c160-4ac3-a8d3-2253897b0f4b,Its market share widened to 48.51 percent from 48.31 percent a year earlier .,1,2020-11-06
069d991c-cc25-44f4-b637-beff30bce1bf,"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .",1,2020-11-06
ccdbc53f-b78a-4e8a-88d2-8c24faea75e9,"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct .",1,2020-11-06
009f0d03-a548-40c5-8c90-8da2d3674484,Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008 .,1,2020-11-06
9a8f0a67-d4fe-4704-a778-5714906a1d50,"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .",1,2020-11-06
