id,body,created_at,sentiment,symbols
afa57622-5e70-42dd-bf7f-95feecd7b552,millercoors delivers 2.9% underlying net income growth for 2014,2020-11-06,1,['MillerCoors']
2d6aa336-20aa-432c-a565-eb483860f4fe,rbs will reportedly appoint howard davies as its next chairman,2020-11-06,0,['RBS']
f546ef6e-3be9-497c-a0c9-b585261f0a35,hsbc hit by fresh details of tax evasion claims,2020-11-06,-1,['HSBC']
1433c5ef-ced8-42f9-a756-96d3937374d5,relief for lewis as tesco sees sales grow for first time in a year,2020-11-06,1,['Tesco']
84c1bc26-f828-4cf4-bed5-035added4275,morrisons finance chief to fill gap as ceo leaves early,2020-11-06,-1,['Morrisons']
ae609baf-f7fe-4dae-aa17-208c50546a10,"update: persimmon profit up strongly, outlook positive",2020-11-06,1,['Persimmon']
f0024121-54e0-434e-83de-97d0a4c3cb16,trlpc - crh backs lafarge holcim asset buy with 6.5 bln euro bridge loan,2020-11-06,1,['Lafarge Holcim']
2e005e3b-3247-4d8b-b392-67076af29915,tesco shareholders back itv head for chairman,2020-11-06,1,['Tesco']
cb9075e0-0cd6-4efb-9408-2900709e37bb,"buffett's berkshire builds deere stake, dumps exxon",2020-11-06,-1,"['Deere', 'Exxon']"
5db5c395-01cb-49c9-a1e8-7f6b09e8fcb3,aviva fined $27 million by u.k. regulator over fee failings,2020-11-06,-1,['Aviva']
ee0df432-e66c-482b-b9db-76a041627cf6,astrazeneca's patent on asthma drug invalidated by us court,2020-11-06,-1,['AstraZeneca']
f76e68d0-9328-482d-bc8e-f9a7d11e5c46,rolls-royce to ensure compliance after petrobras bribery report,2020-11-06,0,['Rolls-Royce']
97710e0f-1994-414a-bea7-af97b74f9c5e,whitbread share price climbs on q4 sales growth,2020-11-06,1,['Whitbread']
ed6583a5-dbaf-4378-ab1c-0971d2b2c185,warren buffett defends berkshire hathaway's conglomerate structure,2020-11-06,1,['Berkshire Hathaway']
fb933acd-cd46-4fe1-932e-ae41a9d5c9d4,g4s sees profits rise but uk contract problems remain,2020-11-06,1,['G4S']
21f65092-996e-44a3-8770-73cff4a3dbd4,friends life lifts profits 38% and hikes divi ahead of proposed aviva takeover,2020-11-06,1,['Friends Life']
1218268f-c912-4406-a122-fab2964723a9,auto trader share price surges as company floats on lse,2020-11-06,1,['Auto Trader']
eb1c5dd6-2b2e-41fd-a1c4-944a21566fe9,new credit suisse boss faces stiff challenge in asia,2020-11-06,-1,['Credit Suisse']
b087f0b6-49cc-43fe-ac94-abb57cb1e723,"update: easyjet passenger numbers, aer lingus traffic up in february",2020-11-06,1,"['Aer Lingus', 'EasyJet']"
e5a891b8-b9a7-4ee3-8499-941ffead646d,is it worth investing in tesco plc and prudential plc now?,2020-11-06,1,['Tesco PLC']
88189e5c-ccdc-499f-928c-5c7bdccd08db,uk winners & losers: aviva and friends life lead ftse 100 gainers,2020-11-06,1,['Friends Life']
8f676bb2-8422-4e91-aaf6-14d377f19782,sainsbury's says to outperform rivals in tough market,2020-11-06,1,['Sainsbury']
f769ec84-99a0-4660-9d2e-da7b9ffdec55,companieskingfisher bid for mr bricolage runs into trouble,2020-11-06,-1,['Mr Bricolage']
a889cbf3-fa47-4b37-85e8-9416e0634841,update 3-auto trader shares leap in uk's biggest private equity-backed listing,2020-11-06,1,['Auto Trader']
8c9756dd-9758-4a78-b087-774322c7ae7d,"london open: taylor wimpey and ashtead drive markets higher, barclays falls",2020-11-06,1,"['Ashtead', 'Barclays', 'Tailor Wimpey']"
d41b360d-e912-4454-b2cc-7bb89d678add,gsk and novartis complete deals to reshape both drugmakers,2020-11-06,1,['Novartis']
bd62944f-e27b-4499-a0db-9825fd787eac,"aviva, friends life top forecasts ahead of 5.6 billion pound merger",2020-11-06,1,['Friends Life']
4fb8cc68-f2c5-42c5-9558-33694805e894,citigroup to sell onemain to springleaf for $4.25 billion,2020-11-06,1,"['OneMain', 'Springleaf']"
2740b1c7-cbd6-4fbe-b9f3-dac572a4cae7,"u.k. stocks resume gains to rally to record; crh, tullow climb",2020-11-06,1,['Tullow']
6b36561e-bdf2-4e9e-be47-78e0740d7f65,british american tobacco drops and sues pwc over pollution scandal,2020-11-06,-1,['PwC']
4a899d63-77a8-40c7-be2a-2cab082344e9,uk's ftse has worst day so far in 2015 as bg and prudential fall,2020-11-06,-1,['Prudential']
e058f6bf-c80a-42df-9dee-b38c4f063683,"kraft, cadbury's and britvic in total recall: how pulling a product affects profit",2020-11-06,-1,"[""Cadbury's"", 'Kraft']"
02a3a781-ad1b-418e-84ef-fe5815967a14,how kraft-heinz merger came together in speedy 10 weeks,2020-11-06,1,['Kraft']
0e08ef5b-ed2a-4808-98a2-7a002bfd5c8b,astrazeneca teams with daiichi sankyo to sell movantik in us,2020-11-06,1,"['Daiichi Sankyo', 'Movantik']"
7df493d0-0f37-4a93-a6f0-d4a0911ad0ce,rbi surprises street; sensex pares gains after hitting mount 30k,2020-11-06,-1,['Sensex']
d296b41d-606e-4289-88a5-698dc572c1e2,credit suisse poaches prudential's thiam for asian push,2020-11-06,0,"['Credit Suisse', 'Prudential']"
82154cb4-a9d9-4465-ae5f-28fcb4fa3bac,kingfisher takeover of mr bricolage could hit a brick wall,2020-11-06,-1,['Mr Bricolage']
6fee3939-f798-464e-ab0b-85f06b60c178,"u.k. stocks little changed near record as barclays, shell fall",2020-11-06,-1,['Shell']
c902d9af-bb32-482d-be8f-8799ec04bc7e,insurers: admiral blows hot and cold but aviva soars pre-friends life merger,2020-11-06,0,['Friends Life']
c26223a6-cc9a-4e59-8a53-902e4ea15a6f,astrazeneca and daiichi sankyo to jointly commercialise movantik in the us,2020-11-06,1,"['Daiichi Sankyo', 'MOVANTIK']"
41bde037-56b9-4bd4-aa5f-80f982ba0f41,legal & general arm buys 50 pct stake in mediacityuk in manchester,2020-11-06,1,['MediaCityUK']
b441fadf-6b40-4fcb-a0a3-af15c27c8fc5,randgold profit hit by poor gold price but dividend still increases,2020-11-06,0,['Rangold']
7ef900b3-2ccf-423a-9443-b04bd07b3dd4,"companiestravis perkins lifts dividend, earnings rise 15%",2020-11-06,1,['Travis Perkins']
a1e8d355-47cd-4130-91f5-970afbd1b725,market report: aviva tops the market as traders approve of its choice of friends,2020-11-06,1,['Friends']
ef258f98-7587-4aa7-aca7-d6f36a6ef123,insurer old mutual picks standard bank's hemphill as new ceo,2020-11-06,0,['Standard Bank']
1560b6ea-7ca9-475b-aaba-cfcd98444da7,"fda panel backs safety updates for astrazeneca, takeda drugs",2020-11-06,0,"['AstraZeneca', 'Takeda']"
7d9374c9-f3d3-4e36-8351-839faba0e538,companiesdiageo stays neutral on india boardroom turmoil,2020-11-06,0,['Diageo']
931d8160-ef1b-4686-b16c-3a982e5490f1,germanwings disaster will not affect image of budget air travel - easyjet,2020-11-06,0,"['Germanwings', 'easyJet']"
9f87f684-eeb1-4a7e-8a73-2a033963b573,shell's $70 billion bg deal meets shareholder skepticism,2020-11-06,-1,['Shell']
db142c9b-27c7-4bc4-861d-e0d046b96ef0,shell offers 50 percent premium to buy bg for $70 billion,2020-11-06,1,['Shell']
28cd0adb-4b46-4bf1-b54a-36dcc1f21363,wpp boosts sales despite cautious clients,2020-11-06,1,['WPP']
6c0ff5e9-4f22-4dff-a6de-ed2cea430576,shell to buy bg group in $69.7 billion takeover,2020-11-06,1,['Shell']
5ec6bae5-3225-4c87-bcb8-daacdcd1ce86,london morning briefing: hsbc and standard chartered shares rise,2020-11-06,1,['Standard Chartered']
2e19f1d3-1cb9-4f75-9e3e-cd6a8433769b,update 1-bp shareholders back more disclosure on climate change risks,2020-11-06,0,['BP']
7cfc8ce7-02a3-4432-95c1-ef203c3c4fa0,shell challenges exxon dominance with 47 billion-pound bid for bg,2020-11-06,0,"['Exxon', 'Shell']"
3a019d73-c3e0-4c78-b597-29e313e15e2f,royal dutch shell to buy bg group for nearly $70 billion,2020-11-06,1,['Royal Dutch Shell']
eda9d25d-0f8a-46d0-81f1-29fc76a87a97,city spirits sink after diageo comes up short with sales slide,2020-11-06,-1,['Diageo']
47be4b61-9adf-4567-a140-3e46fb94446e,diageo receives reports from united spirits on financial irregularities involving ...,2020-11-06,-1,"['Diageo', 'United Spirits']"
b9d2b9c0-68db-4286-88f1-2edb717cb966,rolls-royce wins $9.2 billion order from emirates airline,2020-11-06,1,['Rolls-Royce']
e11c0fe9-6703-4261-88c1-47d09df13bfa,tesco sales rise shows tentative recovery continues,2020-11-06,1,['Tesco']
3c2f2a86-282d-4370-b42b-3cfa4f742405,diageo sales disappoint as currency and comparatives leave bitter taste,2020-11-06,-1,['Diageo']
1712e883-e48a-4efe-b960-9b073945d2e3,astrazeneca profit down as sales of stalwarts fade,2020-11-06,-1,['AstraZeneca']
2849a59c-55e8-44ff-9462-ba8b9f518a83,"whitbread profit up as sales continue to rise, looking for new ceo",2020-11-06,1,['Whitbread']
351892b4-42f9-4f24-b4d6-ea5ede7c5ac9,glencore blames rivals for creating metals glut,2020-11-06,-1,['Glencore']
c710b219-5a0b-4668-bffd-3250eea6ff43,doubts grow over glaxosmithkline's $6 bln capital return plan,2020-11-06,-1,['GlaxoSmithKline']
dd85b536-24dd-4030-95c0-550c56c51d76,easyjet leads britain's ftse lower as global bond rout resumes,2020-11-06,-1,['easyJet']
f170c66d-77ee-46b4-a891-a395df795b18,imperial tobacco adds quarterly dividends after profit rose,2020-11-06,1,['Imperial Tobacco']
21f9236e-5c86-41bd-9183-dd86a15fe50f,bg group still happy with shell's $70 billion offer,2020-11-06,1,['Shell']
65bedae9-5bd1-4cb6-99b1-05a923a9c64a,sabmiller buys meantime to quench thirst for craft beer,2020-11-06,1,['SABMiller']
95aa0225-e95d-41ec-a562-7c4db82b9b33,aviva shuts friends life head office in rapid integration move,2020-11-06,0,['Friends Life']
7667b274-246d-4ba9-bc76-87454dbc7e88,retailers kingfisher and sports direct rise in britain's share index,2020-11-06,1,['Sports Direct']
6318db1e-034b-41d1-9699-ab4ed1ea3bde,"glaxosmithkline targets growth across units, scraps viiv ipo",2020-11-06,1,['GlaxoSmithKline']
45f769c3-bd64-450a-a0eb-354b1af32cd2,tesco share price closes higher as two more directors leave grocer,2020-11-06,1,['Tesco']
040fd0e9-041f-4a64-8529-53eca461b948,tesco leads ftse higher on clubcard bid reports,2020-11-06,1,['Tesco']
db3d2743-1973-47ce-bfc5-49254b1c2c65,eli lilly & co. (lly) has broken out to a new high on astrazeneca collaboration,2020-11-06,1,['Eli Lilly & Co']
62737769-9d8c-438a-9b6f-6c0ab83b534c,"rpt-old mutual q1 gross sales beat forecasts, up 18 pct",2020-11-06,1,['Old Mutual']
1ba2ae2e-42bd-49f4-8d12-fae97a2ca619,"update 3-bp settles oil spill-related claims with halliburton, transocean",2020-11-06,0,"['BP', 'Halliburton']"
e8acc1be-9d8c-4d7b-ada8-459feed73f6f,glaxosmithkline share price slips as fda okays asthma therapy only for adults,2020-11-06,-1,['GlaxoSmithKline']
b5455345-60f5-4fc5-91a3-6a0ac329f5c7,glencore chief blames rivals' overproduction for share price fall,2020-11-06,-1,['Glencore']
d62c4e25-4b0d-42e9-a8b9-c9de23d0f23b,"philip morris, bat sue over law taking branding off packs",2020-11-06,-1,"['BAT', 'Philip Morris']"
346518b0-6a37-44a1-b537-5bf33413d0e3,hargreaves lansdown share price falls as costs mount - although pensions ...,2020-11-06,-1,['Hargreaves Lansdown']
a06fc734-9984-4c7b-a195-c3ffae101128,"press: serco set to appoint roy gardner, ex-centrica, as chairman - ft",2020-11-06,1,"['Centrica', 'Serco']"
83c3cd10-3ee6-4f9d-8adb-d99ac2bd0ee3,update 1-cypress semiconductor offers to buy integrated silicon solution,2020-11-06,1,['Integrated Silicon Solution']
8117a9ee-2e49-4406-9993-8fe7dc70ecd6,"update 1-nomura, rbs must pay $806 mln in mortgage bond case-us judge",2020-11-06,-1,['RBS']
66807400-1adf-48a3-ac0f-60a94bcaa39c,millercoors board names gavin hattersley interim ceo,2020-11-06,0,['MillerCoors']
209d6a98-5d59-4968-833f-bce7d67f6ce6,"britain's ftse gains, land securities up after dividend hike",2020-11-06,1,['Land Securities']
05984bf3-283e-443f-b0ff-3dfb8064c1d6,"britain's ftse bounces back, mondi and barratt lead",2020-11-06,1,"['Barratt', 'Mondi']"
65d18a4d-5eae-4f5d-b52c-1ef9dde26a00,old mutual first-quarter sales up 18% buoyed by emerging markets,2020-11-06,1,['Old Mutual']
2b198dfc-ab4b-4c20-9996-c214e9e7586f,do it for me' trend underpins uk sales growth at kingfisher,2020-11-06,1,['Kingfisher']
4b6195d7-cd64-45a9-b70d-0dafecf2179a,"aldi and lidl expansion plans speed ahead as tesco, sainsbury's, morrisons ...",2020-11-06,1,['Lidl']
6c3858ab-8a7a-43aa-a0fd-f19be8a244a0,"centrica extends gas deals with gazprom, statoil",2020-11-06,1,"['Gazprom', 'Statoil']"
47692223-6b01-4cfe-afa4-6fc84e7441c0,"aberdeen am posts h1 outflows, says conditions to remain challenging",2020-11-06,-1,['Aberdeen AM']
7ca1e77d-9d7c-4738-99db-79307a332cd4,severn trent share price jumps as canadian investor renews pursuit of utility,2020-11-06,1,['Severn Trent']
b097d898-03d5-4686-9b53-a9e41a66cad0,new morrisons duo get former boss's support to diffuse investor tension,2020-11-06,1,['Morrisons']
5c2a799e-a547-4adf-9b95-351c3aa01c91,s&p downgrades barclays and rbs on government bailout fears,2020-11-06,-1,['RBS']
810fcfc3-1bc4-459e-8c84-2bc3331c03f7,irish housebuilder cairn homes plans london listing,2020-11-06,1,['Cairn Homes']
d1b0730a-e13f-43df-b07c-670ada3b4500,arm slammed by handset sales outlook,2020-11-06,-1,['Arm']
f97d340a-b304-4707-b280-2cf11f84f1ad,companieslse adds ex-sec head schapiro to board,2020-11-06,0,['LSE']
dcc1d255-e2cd-4735-ac8e-c9d74a494304,sales boost for new morrisons chief david potts as tesco turnaround stalls,2020-11-06,-1,['Tesco']
d0a63465-ccf7-426f-983c-af594a027c44,ftse 100 flat; standard chartered leads risers,2020-11-06,1,['Standard Chartered']
c1c6c5d2-022d-4da0-9306-96b8cf33f43c,companieshoward davies appointment as rbs director delayed,2020-11-06,0,['RBS']
049f05ab-c674-4d0d-b20e-18abcac458d8,keith skeoch to step up as david nish quits as chief executive of standard life,2020-11-06,0,['Standard Life']
b0fc33b4-3fff-4653-ab03-25c7a45e0fe3,dixons carphone profit boost on strong sales,2020-11-06,1,['Dixons Carphone']
9b8fda05-dcbd-4ff4-8d11-e324bf31d552,"ftse rallies off three-month low, boosted by stanchart, sainsbury",2020-11-06,1,"['Sainsbury', 'StanChart']"
95be9e60-f81c-40ce-9c9b-9b42ca864c90,"royal mail, johnson matthey lead ftse lower",2020-11-06,-1,['Royal Mail']
022702ed-af80-40ca-8bb6-3287c50b4815,sainsbury sales slip again as price pressures take a toll,2020-11-06,-1,['Sainsbury']
df7d8e1a-3e37-48b0-a429-12706fbfb1ec,sophos aims to raise $100m in london ipo,2020-11-06,1,['Sophos']
ae995bcc-94ac-4d6a-a98c-f6d2243b2acc,update 3-stifel to buy former lehman brokerage from barclays,2020-11-06,1,['Lehman']
fc2e7685-e88e-41ad-8d40-1e622e0da5ea,borealis infrastructure putting together new severn trent bid,2020-11-06,1,['Severn Trent']
15bc4980-2c37-4a65-88b8-636f5a32d6ae,"ftse falls to 3-month low on greek debt concerns, easyjet skids",2020-11-06,-1,['easyjet']
c66fa54f-9adc-4cbf-bffa-a943744313b0,johnson matthey share price slumps as company posts full-year results,2020-11-06,-1,['Johnson Matthey']
9421cc3c-75bb-41ff-9f51-f73f64a8118d,update: barclays expects gain after settling with lehman bros trustee,2020-11-06,1,"['Barclays', 'Lehman']"
dbb7f2de-e2b4-4e02-8d18-27c104be16aa,petrofac books further â£30m cost for shetland gas terminal delays,2020-11-06,-1,['Petrofac']
b95813a1-48ca-4cc7-aefe-4e360205eb91,petrofac share price rises despite â£30m costs on north sea project,2020-11-06,0,['Petrofac']
e0addc16-738b-479d-8568-5f17959167ad,whitbread boss andy harrison defends sales fall as 'just a blip',2020-11-06,0,['Whitbread']
67c573a3-0db2-47d3-9b1b-9d37311b03ab,barclays share price subdued as bank faces fresh forex probe,2020-11-06,-1,['Barclays']
64c204f7-1eb3-4e8c-90d1-2fd52a0e8428,companiesactelion shares hit record on shire takeover talk,2020-11-06,1,"['Actelion', 'Shire']"
5621cb1e-b589-4603-a5b5-8ce2e45a7d50,lse gets hong kong regulatory nod to hk firms to become lse members,2020-11-06,1,['LSE']
b74ff4a2-20c0-495e-b91b-c9faaf4da612,diageo shares surge on report of possible takeover by lemann,2020-11-06,1,['Lemann']
46486f4c-6f98-41e4-bcc4-6a830b28cd84,rbs chairman admits surprise at size of regulatory penalties,2020-11-06,-1,['RBS']
7786842f-72ba-4dfe-bf08-6fae73401b82,rsa insurance hires towergate's egan as chief financial officer,2020-11-06,0,['Towergate']
5bb908b9-f1df-44f0-b3c9-2bc98b004f27,johnson matthey raises prospect of investor payout,2020-11-06,1,['Johnson Matthey']
27cc2e53-ee7c-4a6d-a699-403351febe82,intercontinental hotels denies reports of starwood merger talks,2020-11-06,0,['Starwood']
7f16dbb0-3237-4194-92a3-120e1d64f73d,refile-hikma and barclays help britain's ftse to climb higher,2020-11-06,1,['Hikma']
7f79c7eb-a4bf-43f5-9ab7-09b8bde504cc,fda approves astrazeneca's iressa as lung cancer treatment,2020-11-06,1,['AstraZeneca']
60175f4c-e0f7-42e3-b336-b420aeea38b4,astrazeneca suffers setback after drug fails to treat eye cancer,2020-11-06,-1,['AstraZeneca']
176dfa84-3a3e-4806-99cf-5337c3be2136,british american tobacco first-half sales hurt by currency moves,2020-11-06,-1,['British American Tobacco']
957f81c8-bee4-4c48-b575-6d49282d7168,zurich insurance considering offer for uk rival rsa insurance,2020-11-06,1,['Zurich Insurance']
5a828154-7e06-491c-b0e3-8dcb85fd22f5,japan's nikkei lands financial times in $1.3 billion deal,2020-11-06,1,['Nikkei']
05c51fca-4a9f-4fc3-81e1-476ba8b94e72,"ingenious, hsbc, ubs and coutts sued by 'tax avoidance' clients",2020-11-06,-1,"['Coutts', 'HSBC', 'UBS']"
9fd4d70f-196f-4dd0-b97c-9ba6a3350504,update 1-astrazeneca sells rare cancer drug to sanofi for up to $300 mln,2020-11-06,1,['Sanofi']
126738c3-a991-44bf-8ed9-dc17a3dd888f,sainsbury sells unit to lloydspharmacy,2020-11-06,1,['Sainsbury']
73d364a7-3b5a-4b84-9f2f-b879da8f2569,bae systems's sales boosted by european typhoon and currencies,2020-11-06,1,['BAE Systems']
ffb9300f-7c2d-41df-bc52-6c536152f8b6,"royal mail 'breached competition law' over delivery service changes, ofcom claims",2020-11-06,-1,['Royal Mail']
f3b57136-6780-4c9c-b8e8-3a23b572105c,"britain's ftse steadies, supported by dixons carphone",2020-11-06,1,['Dixons Carphone']
27bec131-b7ab-4fdc-b53d-6aaef9d3636a,glaxo's viiv healthcare signs china manufacturing deal with desano,2020-11-06,1,['Glaxo']
68ab6e62-a130-4a1e-8adb-e982d609ba9e,astrazeneca sells caprelsa rights to sanofi unit,2020-11-06,1,['Sanofi']
973ff1e8-6756-4858-9b83-406317c7bb76,update 5-barclays chairman mcfarlane axes ceo to speed up strategic change,2020-11-06,-1,['Barclays']
2085532b-685a-4cff-82d6-485337bd1466,miners meltdown as bhp to rio tinto sink in commodities rout,2020-11-06,-1,['Rio Tinto']
6fd70de6-ffee-4f84-99f0-7651f9f5fe99,"ftse led lower by m&s, glaxosmithkline",2020-11-06,-1,['M&S']
2c9ad953-6470-4510-9e08-29b87c2bed31,gkn to buy fokker technologies for 706 mln euros,2020-11-06,1,['GKN']
7b25deca-a8cc-4c26-8b21-8ec292a2b3c6,diageo sells ryder cup venue gleneagles hotel to ennismore group,2020-11-06,1,"['Ennismore Group', 'Gleneagles Hotel']"
b9c12e34-dc1a-4b6c-93fa-0f64965257d3,"update: cib, legal & general sell egyptian life joint venture to axa",2020-11-06,1,['CIB']
a957ea28-38f1-43d5-8d85-1d9f5cde384f,chime communications set to be acquired by wpp and providence,2020-11-06,1,['WPP']
7d8beab2-6f24-4d21-8ce1-1d80c83ee4f0,"companiesnew aggreko ceo to reshape business, strip costs",2020-11-06,1,['Aggreko']
2f7dc454-5387-4faa-b43b-44c1b68d692f,astrazeneca to pay inovio up to $700 million for cancer drug,2020-11-06,1,['Inovio']
dfeaff14-bb00-4bb0-ad5a-fa85f9df9a15,rio tinto ceo says iron ore market at equilibrium,2020-11-06,0,['Rio Tinto']
09d23b41-fe43-4311-a3ca-3c772d4a0be6,us sanctions put gazprom-shell alliance plans in jeopardy,2020-11-06,-1,['Shell']
ffbf5f6f-6bd2-4981-af87-ea115a2b21e6,standard chartered not raising capital yet as dividend cut,2020-11-06,-1,['Standard Chartered']
b09f727b-645b-4196-83f7-cb213bfb19d0,"update 1-bhp billiton's credit ratings fragile in fy16, agencies warn",2020-11-06,-1,['BHP']
157e8902-24b4-499c-807f-b166e0dc592c,crh adds cr laurence to acquisitions tally for $1.3bn,2020-11-06,1,['CRH']
2a6a7d9e-6b1b-436f-9395-728ec52bd664,novartis buys remaining rights to gsk treatment in deal up to $1 billion,2020-11-06,1,['Novartis']
ddac539d-1f73-4705-8897-ffdb6ffce388,"astrazeneca bags another cancer drug deal, this time with inovio",2020-11-06,1,['Inovio']
5ecff3e5-6e5e-4ade-a84d-d0c217fff7e5,refile-aviva investors to move 34 bln euros in assets from axa fund arm,2020-11-06,-1,['AXA']
c391c7e2-dd2e-45e6-a395-9f5191575458,"l&g still paying price for dividend cut during crisis, chief says",2020-11-06,-1,['L&G']
